wavelength[μm],reflectance1,reflectance2,reflectance3,reflectance4,reflectance5,reflectance6,reflectance7,reflectance8,reflectance9
1.31608,0.24454,0.24364,0.24422,0.24370,0.24251,0.24272,0.24249,0.24135,0.24161
1.32265,0.24734,0.24629,0.24709,0.24643,0.24521,0.24554,0.24507,0.24399,0.24432
1.32921,0.24796,0.24707,0.24790,0.24725,0.24615,0.24613,0.24599,0.24490,0.24497
1.33578,0.24781,0.24654,0.24732,0.24679,0.24538,0.24580,0.24566,0.24441,0.24448
1.34234,0.24739,0.24623,0.24708,0.24664,0.24533,0.24547,0.24585,0.24445,0.24450
1.34891,0.24734,0.24622,0.24686,0.24631,0.24493,0.24520,0.24493,0.24364,0.24385
1.35548,0.24668,0.24584,0.24661,0.24574,0.24484,0.24517,0.24474,0.24363,0.24397
1.36205,0.24620,0.24493,0.24558,0.24555,0.24426,0.24437,0.24403,0.24292,0.24325
1.36861,0.24448,0.24373,0.24503,0.24392,0.24271,0.24319,0.24289,0.24164,0.24188
1.37518,0.24566,0.24455,0.24528,0.24508,0.24361,0.24401,0.24371,0.24229,0.24292
1.38175,0.24553,0.24451,0.24533,0.24469,0.24329,0.24348,0.24357,0.24226,0.24272
1.38832,0.24633,0.24533,0.24611,0.24540,0.24434,0.24468,0.24419,0.24313,0.24374
1.39489,0.24740,0.24658,0.24748,0.24661,0.24551,0.24586,0.24574,0.24429,0.24471
1.40145,0.24737,0.24641,0.24742,0.24639,0.24513,0.24553,0.24542,0.24416,0.24465
1.40802,0.24777,0.24723,0.24816,0.24699,0.24594,0.24612,0.24609,0.24510,0.24515
1.41459,0.24951,0.24887,0.24950,0.24876,0.24734,0.24763,0.24770,0.24637,0.24682
1.42116,0.25139,0.25086,0.25147,0.25017,0.24910,0.24973,0.24919,0.24818,0.24835
1.42773,0.24233,0.24153,0.24218,0.24144,0.24012,0.24034,0.24059,0.23921,0.23899
1.43431,0.23132,0.23065,0.23137,0.23082,0.22962,0.22993,0.22987,0.22884,0.22879
1.44088,0.23230,0.23173,0.23234,0.23163,0.23058,0.23114,0.23089,0.22981,0.22944
1.44745,0.24238,0.24213,0.24261,0.24116,0.24023,0.24121,0.24029,0.23971,0.23978
1.45402,0.25054,0.25008,0.25052,0.24931,0.24804,0.24924,0.24853,0.24731,0.24726
1.46059,0.25438,0.25348,0.25372,0.25316,0.25150,0.25230,0.25202,0.25071,0.25081
1.46716,0.25341,0.25258,0.25280,0.25229,0.25056,0.25124,0.25141,0.24994,0.24977
1.47374,0.25212,0.25169,0.25206,0.25117,0.24966,0.25049,0.25076,0.24889,0.24894
1.48031,0.25263,0.25194,0.25235,0.25158,0.24993,0.25062,0.25055,0.24884,0.24920
1.48688,0.25195,0.25169,0.25179,0.25108,0.24980,0.25047,0.25050,0.24897,0.24948
1.49346,0.25416,0.25382,0.25429,0.25338,0.25226,0.25305,0.25260,0.25105,0.25139
1.50003,0.25316,0.25274,0.25307,0.25238,0.25078,0.25140,0.25168,0.24972,0.25022
1.50661,0.25599,0.25535,0.25574,0.25476,0.25341,0.25417,0.25422,0.25226,0.25290
1.51318,0.25759,0.25677,0.25689,0.25658,0.25492,0.25555,0.25575,0.25393,0.25445
1.51976,0.25599,0.25535,0.25588,0.25490,0.25363,0.25456,0.25441,0.25271,0.25309
1.52633,0.25330,0.25244,0.25308,0.25232,0.25078,0.25173,0.25144,0.24952,0.25026
1.53291,0.25177,0.25107,0.25159,0.25082,0.24963,0.25010,0.25027,0.24871,0.24896
1.53948,0.25518,0.25405,0.25456,0.25391,0.25260,0.25303,0.25321,0.25140,0.25173
1.54606,0.25886,0.25773,0.25819,0.25743,0.25623,0.25672,0.25659,0.25512,0.25552
1.55264,0.26027,0.25887,0.25923,0.25851,0.25738,0.25784,0.25764,0.25625,0.25664
1.55921,0.25848,0.25703,0.25748,0.25699,0.25586,0.25589,0.25590,0.25425,0.25462
1.56579,0.25036,0.24918,0.24983,0.24893,0.24812,0.24808,0.24804,0.24668,0.24720
1.57237,0.24281,0.24204,0.24252,0.24163,0.24091,0.24092,0.24066,0.23932,0.23985
1.57895,0.24954,0.24876,0.24909,0.24881,0.24768,0.24735,0.24821,0.24671,0.24651
1.58552,0.25605,0.25515,0.25577,0.25530,0.25416,0.25402,0.25421,0.25256,0.25291
1.59210,0.25510,0.25412,0.25482,0.25375,0.25263,0.25301,0.25265,0.25116,0.25196
1.59868,0.24871,0.24807,0.24865,0.24812,0.24673,0.24682,0.24703,0.24536,0.24566
1.60526,0.24583,0.24478,0.24544,0.24521,0.24363,0.24384,0.24411,0.24229,0.24290
1.61184,0.24841,0.24770,0.24818,0.24757,0.24646,0.24658,0.24659,0.24506,0.24546
1.61842,0.25359,0.25259,0.25301,0.25300,0.25137,0.25164,0.25144,0.24969,0.25034
1.62500,0.25672,0.25578,0.25648,0.25631,0.25485,0.25499,0.25503,0.25344,0.25365
1.63158,0.25766,0.25669,0.25735,0.25679,0.25517,0.25572,0.25547,0.25366,0.25421
1.63816,0.25732,0.25622,0.25705,0.25640,0.25485,0.25530,0.25466,0.25287,0.25371
1.64474,0.25835,0.25738,0.25804,0.25742,0.25622,0.25654,0.25566,0.25487,0.25526
1.65133,0.25838,0.25820,0.25888,0.25845,0.25677,0.25731,0.25714,0.25487,0.25566
1.65791,0.25934,0.25691,0.25747,0.25874,0.25657,0.25687,0.25773,0.25556,0.25596
1.66449,0.26079,0.26052,0.26066,0.25961,0.25893,0.25901,0.25877,0.25702,0.25735
1.67107,0.26063,0.25993,0.26029,0.25958,0.25844,0.25882,0.25877,0.25697,0.25718
1.67766,0.26137,0.26112,0.26171,0.26068,0.25954,0.25998,0.25963,0.25779,0.25824
1.68424,0.26151,0.26120,0.26119,0.26053,0.25959,0.25953,0.25949,0.25800,0.25809
1.69082,0.26213,0.26160,0.26229,0.26117,0.26006,0.26064,0.26041,0.25872,0.25895
1.69741,0.26330,0.26284,0.26343,0.26228,0.26109,0.26185,0.26142,0.25977,0.26011
1.70399,0.26442,0.26386,0.26484,0.26353,0.26221,0.26298,0.26270,0.26104,0.26128
1.71058,0.26544,0.26446,0.26503,0.26424,0.26290,0.26325,0.26296,0.26193,0.26195
1.71716,0.26547,0.26501,0.26571,0.26445,0.26315,0.26373,0.26326,0.26179,0.26214
1.72375,0.26581,0.26512,0.26586,0.26484,0.26350,0.26404,0.26389,0.26230,0.26273
1.73033,0.26612,0.26553,0.26651,0.26484,0.26382,0.26456,0.26385,0.26239,0.26307
1.73692,0.26648,0.26573,0.26658,0.26556,0.26406,0.26467,0.26418,0.26263,0.26329
1.74351,0.26662,0.26615,0.26717,0.26586,0.26485,0.26520,0.26518,0.26349,0.26393
1.75009,0.26705,0.26664,0.26756,0.26598,0.26509,0.26572,0.26515,0.26333,0.26432
1.75668,0.26710,0.26642,0.26722,0.26583,0.26491,0.26557,0.26502,0.26325,0.26416
1.76327,0.26722,0.26657,0.26731,0.26604,0.26526,0.26533,0.26506,0.26348,0.26401
1.76985,0.26764,0.26704,0.26816,0.26647,0.26584,0.26629,0.26554,0.26382,0.26447
1.77644,0.26764,0.26700,0.26799,0.26638,0.26560,0.26604,0.26558,0.26373,0.26454
1.78303,0.26832,0.26751,0.26819,0.26692,0.26586,0.26607,0.26597,0.26415,0.26478
1.78962,0.26841,0.26751,0.26808,0.26701,0.26595,0.26624,0.26568,0.26406,0.26504
1.79621,0.26798,0.26703,0.26829,0.26665,0.26573,0.26649,0.26565,0.26403,0.26501
1.80280,0.26756,0.26662,0.26729,0.26628,0.26546,0.26552,0.26523,0.26350,0.26411
1.80939,0.26685,0.26599,0.26707,0.26605,0.26491,0.26500,0.26452,0.26263,0.26339
1.81598,0.26639,0.26535,0.26647,0.26556,0.26442,0.26478,0.26409,0.26250,0.26335
1.82257,0.26662,0.26567,0.26654,0.26554,0.26436,0.26447,0.26432,0.26260,0.26315
1.82916,0.26695,0.26557,0.26673,0.26587,0.26433,0.26464,0.26455,0.26271,0.26335
1.83575,0.26647,0.26566,0.26661,0.26517,0.26415,0.26467,0.26419,0.26265,0.26325
1.84234,0.26684,0.26616,0.26724,0.26538,0.26450,0.26497,0.26428,0.26291,0.26365
1.84893,0.26746,0.26708,0.26824,0.26593,0.26536,0.26607,0.26465,0.26355,0.26468
1.85552,0.26790,0.26682,0.26776,0.26658,0.26527,0.26540,0.26525,0.26366,0.26415
1.86212,0.26745,0.26640,0.26743,0.26621,0.26497,0.26544,0.26522,0.26351,0.26434
1.86871,0.26391,0.26285,0.26376,0.26280,0.26138,0.26177,0.26142,0.25966,0.26030
1.87530,0.25912,0.25850,0.25924,0.25810,0.25726,0.25750,0.25684,0.25560,0.25617
1.88190,0.25985,0.25900,0.26013,0.25893,0.25769,0.25802,0.25770,0.25591,0.25678
1.88849,0.26325,0.26231,0.26355,0.26214,0.26098,0.26146,0.26094,0.25919,0.26014
1.89508,0.26565,0.26462,0.26549,0.26432,0.26310,0.26373,0.26311,0.26142,0.26224
1.90168,0.26687,0.26560,0.26649,0.26564,0.26404,0.26446,0.26443,0.26254,0.26344
1.90827,0.26753,0.26699,0.26765,0.26631,0.26541,0.26572,0.26545,0.26370,0.26456
1.91487,0.26792,0.26735,0.26818,0.26682,0.26566,0.26629,0.26607,0.26416,0.26495
1.92146,0.26900,0.26824,0.26886,0.26753,0.26650,0.26691,0.26654,0.26481,0.26555
1.92806,0.26864,0.26800,0.26830,0.26704,0.26635,0.26656,0.26609,0.26453,0.26513
1.93465,0.26237,0.26149,0.26213,0.26107,0.26015,0.26051,0.26065,0.25866,0.25934
1.94125,0.24634,0.24529,0.24570,0.24507,0.24398,0.24409,0.24453,0.24262,0.24307
1.94785,0.21988,0.21898,0.21946,0.21880,0.21800,0.21815,0.21814,0.21662,0.21697
1.95444,0.20066,0.20025,0.20070,0.19944,0.19882,0.19938,0.19893,0.19738,0.19831
1.96104,0.20414,0.20387,0.20442,0.20299,0.20262,0.20305,0.20233,0.20116,0.20212
1.96764,0.22103,0.22034,0.22077,0.21956,0.21876,0.21949,0.21874,0.21733,0.21852
1.97424,0.24236,0.24164,0.24227,0.24130,0.24048,0.24081,0.24042,0.23860,0.23966
1.98084,0.25258,0.25232,0.25327,0.25110,0.25062,0.25162,0.25069,0.24889,0.25045
1.98743,0.24966,0.24883,0.24905,0.24867,0.24760,0.24782,0.24718,0.24531,0.24658
1.99403,0.21560,0.21497,0.21500,0.21467,0.21359,0.21358,0.21365,0.21198,0.21255
2.00063,0.16641,0.16558,0.16573,0.16551,0.16470,0.16515,0.16480,0.16347,0.16431
2.00723,0.14879,0.14869,0.14913,0.14815,0.14789,0.14818,0.14749,0.14668,0.14733
2.01383,0.16532,0.16539,0.16572,0.16450,0.16421,0.16457,0.16389,0.16300,0.16378
2.02043,0.19983,0.19979,0.20021,0.19876,0.19811,0.19894,0.19795,0.19657,0.19779
2.02703,0.22564,0.22527,0.22556,0.22444,0.22380,0.22442,0.22325,0.22207,0.22322
2.03363,0.23425,0.23361,0.23390,0.23292,0.23205,0.23255,0.23192,0.23050,0.23155
2.04024,0.23326,0.23269,0.23319,0.23215,0.23125,0.23165,0.23111,0.22937,0.23066
2.04684,0.22220,0.22172,0.22182,0.22104,0.22037,0.22059,0.21998,0.21867,0.21937
2.05344,0.21214,0.21182,0.21252,0.21110,0.21037,0.21085,0.21035,0.20871,0.20966
2.06004,0.21467,0.21375,0.21409,0.21376,0.21289,0.21288,0.21271,0.21136,0.21175
2.06664,0.21923,0.21867,0.21901,0.21828,0.21771,0.21793,0.21734,0.21623,0.21679
2.07325,0.22948,0.22879,0.22923,0.22810,0.22751,0.22805,0.22696,0.22582,0.22680
2.07985,0.23818,0.23746,0.23780,0.23678,0.23598,0.23653,0.23567,0.23434,0.23534
2.08645,0.24543,0.24455,0.24503,0.24386,0.24298,0.24339,0.24287,0.24148,0.24211
2.09306,0.25210,0.25110,0.25154,0.25044,0.24951,0.24996,0.24930,0.24800,0.24872
2.09966,0.25744,0.25648,0.25726,0.25602,0.25496,0.25562,0.25477,0.25346,0.25405
2.10627,0.26155,0.26074,0.26133,0.26019,0.25917,0.25997,0.25928,0.25770,0.25834
2.11287,0.26592,0.26551,0.26591,0.26425,0.26341,0.26414,0.26297,0.26189,0.26241
2.11948,0.27011,0.26939,0.27053,0.26869,0.26745,0.26821,0.26779,0.26626,0.26649
2.12608,0.27384,0.27336,0.27445,0.27254,0.27158,0.27223,0.27143,0.27008,0.27027
2.13269,0.27458,0.27432,0.27524,0.27330,0.27247,0.27290,0.27220,0.27106,0.27131
2.13930,0.27256,0.27203,0.27303,0.27116,0.26998,0.27081,0.26944,0.26853,0.26894
2.14590,0.27057,0.26985,0.27062,0.26945,0.26802,0.26849,0.26823,0.26674,0.26680
2.15251,0.27016,0.26994,0.27070,0.26911,0.26805,0.26874,0.26790,0.26650,0.26701
2.15912,0.27169,0.27088,0.27166,0.27034,0.26892,0.26939,0.26893,0.26736,0.26779
2.16572,0.27180,0.27221,0.27307,0.27115,0.27052,0.27111,0.27050,0.26914,0.26954
2.17233,0.27558,0.27507,0.27579,0.27438,0.27315,0.27373,0.27307,0.27133,0.27185
2.17894,0.27634,0.27619,0.27699,0.27510,0.27424,0.27497,0.27401,0.27244,0.27304
2.18555,0.27708,0.27653,0.27716,0.27582,0.27456,0.27536,0.27456,0.27283,0.27369
2.19216,0.27753,0.27679,0.27781,0.27652,0.27528,0.27576,0.27515,0.27307,0.27382
2.19877,0.27735,0.27635,0.27705,0.27617,0.27509,0.27506,0.27477,0.27305,0.27359
2.20538,0.27721,0.27680,0.27811,0.27529,0.27509,0.27594,0.27380,0.27274,0.27401
2.21199,0.27829,0.27746,0.27853,0.27686,0.27583,0.27644,0.27548,0.27384,0.27466
2.21860,0.27888,0.27769,0.27890,0.27718,0.27635,0.27706,0.27563,0.27395,0.27515
2.22521,0.27899,0.27816,0.27930,0.27783,0.27667,0.27729,0.27653,0.27468,0.27556
2.23182,0.27937,0.27859,0.27953,0.27809,0.27703,0.27743,0.27653,0.27478,0.27572
2.23843,0.27955,0.27844,0.27944,0.27786,0.27681,0.27730,0.27654,0.27471,0.27582
2.24504,0.27941,0.27865,0.28002,0.27850,0.27743,0.27795,0.27709,0.27506,0.27609
2.25165,0.27969,0.27897,0.27963,0.27795,0.27739,0.27789,0.27664,0.27539,0.27624
2.25827,0.27925,0.27866,0.27978,0.27802,0.27729,0.27770,0.27697,0.27540,0.27601
2.26488,0.27964,0.27908,0.27985,0.27813,0.27733,0.27770,0.27658,0.27509,0.27582
2.27149,0.28077,0.27990,0.28059,0.27908,0.27791,0.27827,0.27747,0.27575,0.27677
2.27810,0.28032,0.28009,0.28108,0.27902,0.27842,0.27891,0.27822,0.27650,0.27739
2.28472,0.28097,0.28050,0.28162,0.27984,0.27914,0.27962,0.27861,0.27693,0.27780
2.29133,0.28113,0.28108,0.28222,0.27985,0.27931,0.27989,0.27870,0.27741,0.27839
2.29795,0.28194,0.28140,0.28212,0.28042,0.27930,0.27959,0.27888,0.27700,0.27780
2.30456,0.28073,0.28027,0.28124,0.27966,0.27874,0.27908,0.27794,0.27646,0.27768
2.31118,0.28007,0.27952,0.28064,0.27895,0.27797,0.27855,0.27755,0.27594,0.27687
2.31779,0.27903,0.27855,0.28011,0.27792,0.27716,0.27796,0.27675,0.27537,0.27645
2.32441,0.27926,0.27901,0.27977,0.27778,0.27690,0.27727,0.27625,0.27482,0.27574
2.33102,0.27902,0.27847,0.27948,0.27757,0.27666,0.27742,0.27586,0.27433,0.27561
2.33764,0.27871,0.27840,0.27965,0.27747,0.27680,0.27768,0.27601,0.27488,0.27593
2.34426,0.27965,0.27905,0.27978,0.27835,0.27742,0.27810,0.27681,0.27565,0.27662
2.35087,0.27932,0.27908,0.28002,0.27772,0.27727,0.27796,0.27642,0.27528,0.27634
2.35749,0.27935,0.27921,0.28032,0.27806,0.27703,0.27765,0.27618,0.27489,0.27589
2.36411,0.27913,0.27898,0.27965,0.27796,0.27702,0.27744,0.27644,0.27514,0.27592
2.37072,0.27921,0.27876,0.27952,0.27806,0.27713,0.27760,0.27674,0.27555,0.27628
2.37734,0.27831,0.27763,0.27881,0.27731,0.27605,0.27651,0.27560,0.27438,0.27535
2.38396,0.27770,0.27733,0.27826,0.27624,0.27558,0.27635,0.27448,0.27358,0.27488
2.39058,0.27791,0.27745,0.27861,0.27645,0.27541,0.27600,0.27514,0.27360,0.27429
2.39720,0.27822,0.27775,0.27880,0.27696,0.27615,0.27679,0.27585,0.27461,0.27541
2.40382,0.27886,0.27881,0.28008,0.27767,0.27708,0.27773,0.27640,0.27522,0.27607
2.41044,0.27967,0.27957,0.28055,0.27843,0.27780,0.27844,0.27707,0.27572,0.27697
2.41706,0.28039,0.28008,0.28095,0.27872,0.27797,0.27854,0.27709,0.27586,0.27694
2.42368,0.28013,0.27979,0.28104,0.27906,0.27803,0.27857,0.27760,0.27591,0.27675
2.43030,0.28006,0.27972,0.28085,0.27834,0.27739,0.27833,0.27704,0.27561,0.27694
2.43692,0.28012,0.28003,0.28145,0.27887,0.27825,0.27892,0.27726,0.27610,0.27726
2.44354,0.28027,0.27995,0.28113,0.27902,0.27827,0.27895,0.27743,0.27628,0.27724
2.45017,0.28024,0.27984,0.28113,0.27881,0.27782,0.27893,0.27710,0.27611,0.27702
2.45679,0.27982,0.27968,0.28105,0.27876,0.27779,0.27879,0.27720,0.27589,0.27667
2.46341,0.28019,0.27976,0.28087,0.27843,0.27758,0.27862,0.27671,0.27542,0.27648
2.47003,0.27900,0.27833,0.27996,0.27773,0.27671,0.27768,0.27626,0.27508,0.27588
2.47666,0.27729,0.27707,0.27808,0.27611,0.27486,0.27552,0.27465,0.27322,0.27373
2.48328,0.27519,0.27529,0.27669,0.27430,0.27337,0.27433,0.27285,0.27167,0.27246
2.48990,0.27591,0.27565,0.27703,0.27463,0.27384,0.27439,0.27318,0.27209,0.27268
2.49653,0.27652,0.27614,0.27736,0.27525,0.27410,0.27477,0.27350,0.27232,0.27312
2.50312,0.27588,0.27561,0.27654,0.27496,0.27422,0.27443,0.27337,0.27205,0.27285
2.50972,0.27465,0.27473,0.27612,0.27370,0.27308,0.27362,0.27244,0.27115,0.27183
2.51632,0.27407,0.27355,0.27509,0.27275,0.27201,0.27278,0.27166,0.27008,0.27123
2.52292,0.27320,0.27271,0.27387,0.27207,0.27134,0.27172,0.27096,0.26964,0.27059
2.52951,0.27218,0.27196,0.27339,0.27121,0.27037,0.27096,0.26995,0.26862,0.26960
2.53611,0.27114,0.27042,0.27208,0.27010,0.26934,0.26990,0.26907,0.26765,0.26843
2.54271,0.26970,0.26918,0.27101,0.26864,0.26776,0.26862,0.26749,0.26573,0.26699
2.54931,0.26870,0.26848,0.26995,0.26759,0.26689,0.26737,0.26650,0.26484,0.26533
2.55591,0.26640,0.26620,0.26725,0.26519,0.26443,0.26477,0.26461,0.26289,0.26338
2.56251,0.26379,0.26321,0.26501,0.26225,0.26164,0.26278,0.26176,0.26003,0.26090
2.56911,0.26268,0.26209,0.26378,0.26107,0.26018,0.26131,0.25947,0.25808,0.25931
2.57571,0.26055,0.25988,0.26122,0.25894,0.25809,0.25962,0.25760,0.25640,0.25793
2.58231,0.25707,0.25698,0.25826,0.25587,0.25535,0.25649,0.25495,0.25374,0.25477
2.58891,0.25454,0.25389,0.25518,0.25315,0.25218,0.25334,0.25169,0.25062,0.25157
2.59551,0.25208,0.25165,0.25272,0.25105,0.25031,0.25118,0.24949,0.24841,0.24941
2.60212,0.25212,0.25136,0.25225,0.25061,0.24974,0.25057,0.24958,0.24786,0.24871
2.60872,0.25163,0.25175,0.25286,0.25026,0.25016,0.25116,0.24946,0.24790,0.24913
2.61532,0.25252,0.25216,0.25321,0.25070,0.25057,0.25108,0.24954,0.24845,0.24953
2.62192,0.25346,0.25322,0.25439,0.25205,0.25209,0.25265,0.25103,0.25020,0.25093
2.62853,0.25349,0.25304,0.25417,0.25148,0.25200,0.25265,0.25056,0.24961,0.25083
2.63513,0.25463,0.25477,0.25627,0.25315,0.25349,0.25355,0.25205,0.25117,0.25181
2.64174,0.25172,0.25168,0.25336,0.24964,0.25053,0.25119,0.24936,0.24834,0.24967
2.64834,0.24272,0.24314,0.24589,0.24104,0.24151,0.24295,0.24013,0.23894,0.24123
2.65495,0.21610,0.21642,0.21752,0.21449,0.21504,0.21510,0.21384,0.21268,0.21330
2.66155,0.15679,0.15661,0.15709,0.15602,0.15587,0.15538,0.15597,0.15419,0.15433
2.66816,0.07707,0.07681,0.07719,0.07626,0.07678,0.07648,0.07632,0.07598,0.07619
2.67476,0.02981,0.02956,0.02980,0.02965,0.02981,0.02958,0.02950,0.02923,0.02939
2.68137,0.01782,0.01762,0.01812,0.01767,0.01775,0.01769,0.01780,0.01759,0.01772
2.68798,0.01884,0.01897,0.01923,0.01855,0.01926,0.01885,0.01894,0.01902,0.01889
2.69458,0.06009,0.05988,0.06085,0.05904,0.06148,0.05981,0.06004,0.06007,0.06094
2.70119,0.28011,0.27491,0.28388,0.27018,0.28564,0.27386,0.27680,0.27666,0.28071
2.76068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.76729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.77390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.78052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.78713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.79374,0.00753,0.00756,0.00811,0.00741,0.00820,0.00788,0.00813,0.00797,0.00810
2.80035,0.01157,0.01132,0.01203,0.01133,0.01224,0.01158,0.01182,0.01173,0.01206
2.80697,0.01640,0.01593,0.01679,0.01605,0.01734,0.01634,0.01662,0.01665,0.01705
2.81358,0.02100,0.02006,0.02103,0.02043,0.02199,0.02048,0.02127,0.02131,0.02152
2.82020,0.02491,0.02387,0.02513,0.02411,0.02570,0.02443,0.02520,0.02521,0.02564
2.82681,0.02898,0.02783,0.02915,0.02769,0.02917,0.02811,0.02878,0.02871,0.02931
2.83343,0.03215,0.03106,0.03244,0.03070,0.03183,0.03096,0.03168,0.03148,0.03199
2.84004,0.03437,0.03326,0.03464,0.03302,0.03381,0.03325,0.03395,0.03367,0.03405
2.84666,0.03639,0.03536,0.03690,0.03519,0.03575,0.03549,0.03612,0.03593,0.03623
2.85328,0.03869,0.03762,0.03936,0.03759,0.03795,0.03801,0.03852,0.03841,0.03862
2.85989,0.04151,0.04041,0.04211,0.04052,0.04051,0.04103,0.04125,0.04129,0.04150
2.86651,0.04431,0.04339,0.04476,0.04326,0.04293,0.04395,0.04381,0.04398,0.04419
2.87313,0.04675,0.04626,0.04717,0.04551,0.04492,0.04657,0.04597,0.04636,0.04641
2.87975,0.04891,0.04849,0.04927,0.04724,0.04663,0.04842,0.04777,0.04822,0.04811
