wavelength[μm],reflectance1,reflectance2,reflectance3,reflectance4,reflectance5,reflectance6,reflectance7,reflectance8,reflectance9
2.88636,0.05054,0.04991,0.05078,0.04875,0.04805,0.04994,0.04899,0.04937,0.04953
2.89298,0.05157,0.05051,0.05120,0.04967,0.04890,0.05082,0.04952,0.04968,0.05028
2.89960,0.05154,0.05040,0.05099,0.04990,0.04910,0.05085,0.04965,0.04957,0.05024
2.90622,0.05084,0.04985,0.05040,0.04966,0.04905,0.05057,0.04950,0.04926,0.04980
2.91284,0.04988,0.04898,0.04949,0.04910,0.04860,0.05003,0.04897,0.04857,0.04920
2.91946,0.04904,0.04810,0.04850,0.04838,0.04803,0.04919,0.04847,0.04799,0.04863
2.92608,0.04860,0.04757,0.04818,0.04797,0.04760,0.04860,0.04817,0.04762,0.04832
2.93270,0.04910,0.04810,0.04888,0.04811,0.04800,0.04879,0.04846,0.04792,0.04860
2.93932,0.05018,0.04915,0.04994,0.04896,0.04910,0.04955,0.04907,0.04854,0.04923
2.94595,0.05123,0.05044,0.05095,0.05019,0.05036,0.05057,0.04984,0.04928,0.05024
2.95257,0.05224,0.05140,0.05191,0.05132,0.05148,0.05144,0.05090,0.05029,0.05106
2.95919,0.05313,0.05234,0.05286,0.05220,0.05239,0.05212,0.05161,0.05132,0.05199
2.96581,0.05365,0.05295,0.05342,0.05270,0.05293,0.05283,0.05210,0.05209,0.05255
2.97244,0.05438,0.05359,0.05452,0.05353,0.05358,0.05378,0.05301,0.05304,0.05354
2.97906,0.05518,0.05426,0.05522,0.05443,0.05469,0.05472,0.05391,0.05404,0.05465
2.98568,0.05572,0.05482,0.05572,0.05497,0.05556,0.05558,0.05462,0.05502,0.05549
2.99231,0.05643,0.05561,0.05650,0.05593,0.05654,0.05664,0.05561,0.05585,0.05629
2.99893,0.05770,0.05697,0.05794,0.05714,0.05782,0.05814,0.05684,0.05693,0.05761
3.00556,0.05918,0.05854,0.05962,0.05870,0.05948,0.05992,0.05830,0.05856,0.05933
3.01218,0.06041,0.05989,0.06093,0.06019,0.06096,0.06130,0.05989,0.06007,0.06085
3.01881,0.06156,0.06124,0.06225,0.06133,0.06204,0.06233,0.06125,0.06107,0.06188
3.02544,0.06287,0.06277,0.06369,0.06223,0.06321,0.06343,0.06224,0.06196,0.06345
3.03206,0.06391,0.06408,0.06477,0.06311,0.06414,0.06384,0.06328,0.06253,0.06419
3.03869,0.06457,0.06473,0.06571,0.06411,0.06464,0.06434,0.06438,0.06336,0.06477
3.04532,0.06510,0.06535,0.06626,0.06492,0.06511,0.06477,0.06518,0.06398,0.06532
3.05195,0.06550,0.06584,0.06651,0.06509,0.06524,0.06481,0.06532,0.06427,0.06545
3.05857,0.06561,0.06590,0.06624,0.06505,0.06517,0.06447,0.06544,0.06457,0.06542
3.06520,0.06568,0.06620,0.06621,0.06528,0.06543,0.06452,0.06569,0.06513,0.06566
3.07183,0.06589,0.06692,0.06677,0.06573,0.06609,0.06513,0.06572,0.06559,0.06607
3.07846,0.06620,0.06731,0.06734,0.06618,0.06677,0.06576,0.06581,0.06608,0.06634
3.08509,0.06670,0.06751,0.06788,0.06680,0.06741,0.06642,0.06639,0.06686,0.06671
3.09172,0.06817,0.06877,0.06883,0.06816,0.06898,0.06762,0.06780,0.06836,0.06770
3.09835,0.07006,0.07060,0.07012,0.07003,0.07112,0.06911,0.06965,0.07026,0.06901
3.10498,0.07146,0.07175,0.07114,0.07129,0.07273,0.07014,0.07092,0.07181,0.06986
3.11161,0.07230,0.07255,0.07185,0.07206,0.07400,0.07089,0.07150,0.07288,0.07082
3.11825,0.07279,0.07302,0.07238,0.07236,0.07452,0.07174,0.07180,0.07331,0.07155
3.12488,0.07257,0.07327,0.07274,0.07129,0.07451,0.07196,0.07192,0.07288,0.07175
3.13151,0.07356,0.07331,0.07292,0.07241,0.07447,0.07200,0.07210,0.07328,0.07207
3.13814,0.07388,0.07372,0.07345,0.07303,0.07488,0.07233,0.07285,0.07399,0.07267
3.14478,0.07492,0.07460,0.07495,0.07432,0.07612,0.07342,0.07403,0.07508,0.07379
3.15141,0.07684,0.07639,0.07720,0.07624,0.07804,0.07563,0.07567,0.07700,0.07614
3.15804,0.07936,0.07916,0.08000,0.07876,0.08039,0.07836,0.07796,0.07958,0.07897
3.16468,0.08197,0.08222,0.08285,0.08190,0.08286,0.08150,0.08069,0.08196,0.08227
3.17131,0.08469,0.08520,0.08550,0.08467,0.08516,0.08434,0.08356,0.08441,0.08517
3.17795,0.08676,0.08753,0.08762,0.08736,0.08685,0.08628,0.08576,0.08632,0.08766
3.18458,0.08910,0.08980,0.08969,0.08974,0.08882,0.08850,0.08800,0.08824,0.08993
3.19122,0.09103,0.09226,0.09208,0.09156,0.09109,0.09108,0.08998,0.08993,0.09192
3.19785,0.09346,0.09467,0.09472,0.09331,0.09321,0.09364,0.09214,0.09122,0.09363
3.20449,0.09584,0.09718,0.09686,0.09537,0.09510,0.09545,0.09442,0.09370,0.09579
3.21113,0.09767,0.09940,0.09881,0.09776,0.09712,0.09698,0.09686,0.09639,0.09765
3.21776,0.09961,0.10150,0.10089,0.09961,0.09927,0.09907,0.09935,0.09899,0.09977
3.22440,0.10227,0.10409,0.10371,0.10175,0.10180,0.10163,0.10244,0.10199,0.10216
3.23104,0.10517,0.10691,0.10669,0.10465,0.10476,0.10453,0.10550,0.10491,0.10504
3.23768,0.10824,0.10971,0.10929,0.10728,0.10780,0.10769,0.10845,0.10799,0.10783
3.24432,0.11047,0.11219,0.11169,0.10968,0.11051,0.11045,0.11091,0.11062,0.11021
3.25096,0.11285,0.11433,0.11445,0.11210,0.11280,0.11309,0.11323,0.11315,0.11265
3.25760,0.11481,0.11593,0.11638,0.11376,0.11433,0.11526,0.11496,0.11486,0.11440
3.26424,0.11610,0.11720,0.11748,0.11555,0.11588,0.11701,0.11582,0.11604,0.11571
3.27088,0.11804,0.11874,0.11886,0.11734,0.11748,0.11859,0.11711,0.11755,0.11713
3.27752,0.12096,0.12176,0.12190,0.12030,0.12017,0.12137,0.11989,0.12015,0.12011
3.28416,0.12471,0.12527,0.12554,0.12408,0.12405,0.12515,0.12327,0.12361,0.12394
3.29080,0.12827,0.12895,0.12907,0.12731,0.12758,0.12921,0.12649,0.12726,0.12755
3.29744,0.13099,0.13174,0.13168,0.13050,0.13045,0.13206,0.12925,0.13000,0.13059
3.30408,0.13358,0.13438,0.13361,0.13309,0.13306,0.13424,0.13179,0.13292,0.13347
3.31073,0.13589,0.13716,0.13559,0.13573,0.13583,0.13640,0.13428,0.13575,0.13628
3.31737,0.13815,0.13988,0.13842,0.13810,0.13890,0.13946,0.13660,0.13860,0.13919
3.32401,0.14068,0.14259,0.14185,0.14037,0.14141,0.14225,0.13910,0.14139,0.14216
3.33066,0.14448,0.14627,0.14564,0.14386,0.14444,0.14516,0.14186,0.14455,0.14470
3.33730,0.14860,0.14982,0.14913,0.14762,0.14770,0.14743,0.14494,0.14770,0.14759
3.34395,0.15156,0.15240,0.15190,0.15079,0.15021,0.14956,0.14773,0.15040,0.15049
3.35059,0.15349,0.15452,0.15457,0.15312,0.15279,0.15155,0.15000,0.15303,0.15341
3.35724,0.15542,0.15731,0.15714,0.15513,0.15545,0.15390,0.15223,0.15534,0.15558
3.36388,0.15809,0.16047,0.16035,0.15812,0.15840,0.15687,0.15515,0.15778,0.15837
3.37053,0.16182,0.16328,0.16356,0.16148,0.16146,0.15985,0.15885,0.16061,0.16128
3.37717,0.16418,0.16581,0.16624,0.16432,0.16380,0.16243,0.16170,0.16325,0.16439
3.38382,0.16616,0.16805,0.16829,0.16658,0.16610,0.16471,0.16384,0.16554,0.16683
3.39047,0.16843,0.17037,0.17016,0.16851,0.16844,0.16741,0.16646,0.16765,0.16914
3.39712,0.17130,0.17260,0.17239,0.17143,0.17088,0.17061,0.16911,0.16997,0.17176
3.40376,0.17435,0.17554,0.17529,0.17460,0.17383,0.17352,0.17223,0.17290,0.17479
3.41041,0.17701,0.17807,0.17783,0.17689,0.17638,0.17628,0.17511,0.17517,0.17760
3.41706,0.17978,0.17996,0.18018,0.17863,0.17845,0.17871,0.17710,0.17714,0.18003
3.42371,0.18288,0.18278,0.18266,0.18139,0.18092,0.18134,0.17984,0.17964,0.18281
3.43036,0.18639,0.18630,0.18575,0.18481,0.18427,0.18428,0.18303,0.18226,0.18559
3.43701,0.18972,0.18929,0.18824,0.18755,0.18733,0.18677,0.18554,0.18410,0.18789
3.44366,0.19183,0.19120,0.19008,0.18937,0.18902,0.18896,0.18760,0.18604,0.18955
3.45031,0.19314,0.19284,0.19206,0.19094,0.19071,0.19097,0.18961,0.18839,0.19186
3.45696,0.19485,0.19491,0.19460,0.19283,0.19287,0.19312,0.19225,0.19099,0.19401
3.46361,0.19697,0.19697,0.19685,0.19533,0.19536,0.19575,0.19491,0.19355,0.19609
3.47026,0.19945,0.19990,0.19996,0.19870,0.19849,0.19842,0.19741,0.19652,0.19854
3.47692,0.20159,0.20310,0.20320,0.20188,0.20136,0.20145,0.20029,0.19925,0.20157
3.48357,0.20368,0.20536,0.20576,0.20410,0.20380,0.20378,0.20280,0.20184,0.20386
3.49022,0.20512,0.20717,0.20762,0.20615,0.20538,0.20596,0.20494,0.20437,0.20627
3.49687,0.20768,0.20954,0.20980,0.20869,0.20720,0.20891,0.20743,0.20742,0.20880
3.50353,0.21037,0.21271,0.21263,0.21187,0.21006,0.21216,0.21109,0.21080,0.21249
3.51018,0.21410,0.21633,0.21591,0.21549,0.21305,0.21560,0.21534,0.21446,0.21609
3.51684,0.21767,0.22016,0.21988,0.21947,0.21636,0.21935,0.21878,0.21810,0.21931
3.52349,0.22215,0.22536,0.22538,0.22410,0.22103,0.22420,0.22244,0.22217,0.22362
3.53015,0.22660,0.23103,0.23046,0.22866,0.22629,0.22907,0.22655,0.22663,0.22799
3.53680,0.23079,0.23497,0.23384,0.23234,0.23007,0.23187,0.22986,0.23015,0.23106
3.54346,0.23328,0.23762,0.23645,0.23525,0.23256,0.23383,0.23234,0.23209,0.23361
3.55011,0.23709,0.24132,0.24031,0.23896,0.23617,0.23703,0.23550,0.23507,0.23660
3.55677,0.24145,0.24551,0.24503,0.24316,0.24090,0.24100,0.23969,0.23888,0.24044
3.56343,0.24512,0.24849,0.24809,0.24609,0.24465,0.24378,0.24272,0.24203,0.24344
3.57008,0.24731,0.25053,0.25022,0.24838,0.24795,0.24601,0.24485,0.24458,0.24604
3.57674,0.24947,0.25256,0.25271,0.25057,0.25117,0.24847,0.24712,0.24715,0.24897
3.58340,0.25208,0.25528,0.25551,0.25293,0.25421,0.25106,0.24958,0.24997,0.25135
3.59006,0.25427,0.25622,0.25743,0.25413,0.25553,0.25268,0.25153,0.25152,0.25297
3.59672,0.25524,0.25707,0.25889,0.25466,0.25635,0.25450,0.25307,0.25263,0.25412
3.60338,0.25733,0.25902,0.26051,0.25615,0.25817,0.25699,0.25531,0.25456,0.25628
3.61004,0.25939,0.26072,0.26182,0.25787,0.26036,0.25943,0.25782,0.25678,0.25852
3.61670,0.26000,0.26103,0.26204,0.25893,0.26161,0.26032,0.25887,0.25795,0.25966
3.62336,0.26089,0.26147,0.26274,0.25990,0.26220,0.26143,0.25907,0.25841,0.26033
3.63002,0.26336,0.26351,0.26543,0.26220,0.26351,0.26383,0.26062,0.26031,0.26266
3.63668,0.26668,0.26643,0.26874,0.26508,0.26557,0.26698,0.26363,0.26344,0.26573
3.64334,0.26873,0.26874,0.27113,0.26716,0.26717,0.26874,0.26592,0.26526,0.26726
3.65000,0.26981,0.27060,0.27305,0.26858,0.26825,0.26950,0.26726,0.26631,0.26816
3.65667,0.27216,0.27326,0.27573,0.27097,0.27042,0.27105,0.26919,0.26833,0.27044
3.66333,0.27521,0.27583,0.27830,0.27324,0.27288,0.27329,0.27074,0.27077,0.27320
3.66999,0.27689,0.27683,0.27900,0.27438,0.27365,0.27384,0.27107,0.27138,0.27436
3.67665,0.27786,0.27707,0.27900,0.27536,0.27381,0.27314,0.27176,0.27165,0.27482
3.68332,0.28037,0.27988,0.28151,0.27851,0.27649,0.27481,0.27498,0.27451,0.27783
3.68998,0.28364,0.28399,0.28512,0.28206,0.28091,0.27873,0.27857,0.27860,0.28244
3.69665,0.28600,0.28695,0.28746,0.28430,0.28383,0.28158,0.28028,0.28083,0.28529
3.70331,0.28634,0.28712,0.28721,0.28394,0.28379,0.28135,0.28011,0.28040,0.28485
3.70998,0.28735,0.28741,0.28758,0.28468,0.28398,0.28142,0.28128,0.28071,0.28506
3.71664,0.28843,0.28863,0.28913,0.28521,0.28538,0.28248,0.28237,0.28192,0.28614
3.72331,0.28902,0.28884,0.28981,0.28633,0.28564,0.28313,0.28333,0.28224,0.28691
3.72998,0.28699,0.28818,0.28919,0.28466,0.28501,0.28258,0.28205,0.28131,0.28567
3.73664,0.28577,0.28819,0.28927,0.28398,0.28517,0.28308,0.28189,0.28114,0.28528
3.74331,0.28651,0.28946,0.29049,0.28495,0.28655,0.28473,0.28253,0.28212,0.28672
3.74998,0.28685,0.28957,0.29028,0.28469,0.28621,0.28460,0.28201,0.28173,0.28700
3.75665,0.28524,0.28727,0.28818,0.28269,0.28365,0.28214,0.27976,0.27918,0.28482
3.76331,0.28437,0.28602,0.28763,0.28122,0.28176,0.28091,0.27784,0.27726,0.28277
3.76998,0.28596,0.28617,0.28822,0.28228,0.28301,0.28274,0.27849,0.27821,0.28371
3.77665,0.28810,0.28726,0.28976,0.28368,0.28436,0.28424,0.27990,0.27967,0.28514
3.78332,0.28674,0.28473,0.28780,0.28178,0.28201,0.28235,0.27774,0.27748,0.28351
3.78999,0.28397,0.28170,0.28527,0.27924,0.27901,0.27962,0.27477,0.27450,0.28091
3.79666,0.28268,0.28068,0.28484,0.27886,0.27839,0.27893,0.27415,0.27377,0.28019
3.80333,0.28336,0.28141,0.28653,0.28025,0.27994,0.28076,0.27597,0.27544,0.28230
3.81000,0.28375,0.28156,0.28674,0.28043,0.28030,0.28057,0.27678,0.27611,0.28296
3.81667,0.28194,0.27943,0.28361,0.27779,0.27754,0.27659,0.27463,0.27332,0.27922
3.82335,0.28066,0.27797,0.28134,0.27645,0.27567,0.27365,0.27278,0.27092,0.27607
3.83002,0.28199,0.27866,0.28259,0.27855,0.27711,0.27494,0.27393,0.27174,0.27798
3.83669,0.28432,0.28024,0.28524,0.28124,0.27942,0.27725,0.27542,0.27343,0.27987
3.84336,0.28358,0.27944,0.28512,0.28020,0.27825,0.27678,0.27513,0.27303,0.27972
3.85004,0.27994,0.27624,0.28158,0.27645,0.27409,0.27261,0.27197,0.27003,0.27606
3.85671,0.27762,0.27436,0.27870,0.27506,0.27180,0.26958,0.26975,0.26786,0.27385
3.86339,0.27901,0.27563,0.27947,0.27801,0.27379,0.27061,0.27123,0.26936,0.27541
3.87006,0.28219,0.27879,0.28236,0.28154,0.27684,0.27417,0.27489,0.27253,0.27837
3.87673,0.28442,0.28110,0.28508,0.28276,0.27889,0.27713,0.27505,0.27362,0.28008
3.88341,0.28458,0.28280,0.28713,0.28396,0.28022,0.27889,0.27623,0.27663,0.28108
3.89008,0.28658,0.28517,0.28911,0.28558,0.28161,0.28092,0.27656,0.27807,0.28294
3.89676,0.29015,0.28826,0.29104,0.28959,0.28524,0.28526,0.28131,0.28304,0.28720
3.90344,0.29355,0.29114,0.29357,0.29321,0.28823,0.28918,0.28459,0.28599,0.29063
3.91011,0.29528,0.29314,0.29510,0.29431,0.28967,0.29090,0.28539,0.28681,0.29146
3.91679,0.28584,0.28142,0.28330,0.28508,0.27851,0.27905,0.27624,0.27628,0.27999
3.92347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.93015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.93682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
