wavelength[μm],reflectance1,reflectance2,reflectance3,reflectance4,reflectance5,reflectance6,reflectance7,reflectance8,reflectance9
3.50353,0.23837,0.24400,0.24601,0.23829,0.24438,0.24722,0.23781,0.24123,0.24648
3.51018,0.24157,0.24661,0.24971,0.24116,0.24753,0.25116,0.24094,0.24480,0.25040
3.51684,0.24615,0.25115,0.25399,0.24537,0.25194,0.25473,0.24501,0.24976,0.25505
3.52349,0.25174,0.25584,0.25875,0.25033,0.25634,0.25961,0.25034,0.25431,0.25927
3.53015,0.25618,0.25984,0.26315,0.25487,0.26065,0.26431,0.25498,0.25837,0.26398
3.53680,0.25938,0.26252,0.26630,0.25801,0.26332,0.26727,0.25771,0.26157,0.26767
3.54346,0.26230,0.26488,0.26970,0.26117,0.26633,0.27106,0.26038,0.26443,0.27121
3.55011,0.26620,0.26891,0.27409,0.26537,0.27035,0.27548,0.26455,0.26872,0.27542
3.55677,0.27006,0.27321,0.27840,0.26966,0.27443,0.27991,0.26882,0.27320,0.27944
3.56343,0.27297,0.27687,0.28181,0.27264,0.27738,0.28335,0.27162,0.27635,0.28255
3.57008,0.27605,0.28091,0.28549,0.27544,0.28021,0.28647,0.27416,0.27963,0.28556
3.57674,0.27938,0.28491,0.28957,0.27869,0.28352,0.29013,0.27791,0.28355,0.28905
3.58340,0.28150,0.28810,0.29258,0.28148,0.28540,0.29243,0.28128,0.28640,0.29216
3.59006,0.28237,0.28960,0.29393,0.28243,0.28636,0.29326,0.28289,0.28746,0.29350
3.59672,0.28465,0.29199,0.29614,0.28453,0.28874,0.29501,0.28527,0.28926,0.29533
3.60338,0.28855,0.29564,0.29941,0.28793,0.29238,0.29764,0.28909,0.29223,0.29838
3.61004,0.29081,0.29772,0.30185,0.29103,0.29486,0.29942,0.29132,0.29422,0.30065
3.61670,0.29200,0.29843,0.30308,0.29211,0.29636,0.30012,0.29203,0.29583,0.30231
3.62336,0.29411,0.29961,0.30480,0.29416,0.29881,0.30182,0.29385,0.29788,0.30385
3.63002,0.29810,0.30221,0.30715,0.29762,0.30236,0.30471,0.29729,0.30093,0.30755
3.63668,0.30123,0.30522,0.30954,0.30046,0.30596,0.30832,0.30016,0.30341,0.31084
3.64334,0.30284,0.30672,0.31195,0.30224,0.30808,0.31165,0.30184,0.30499,0.31268
3.65000,0.30455,0.30888,0.31595,0.30469,0.31097,0.31538,0.30438,0.30812,0.31606
3.65667,0.30760,0.31146,0.31977,0.30831,0.31417,0.31938,0.30829,0.31214,0.31961
3.66333,0.30983,0.31301,0.32150,0.31139,0.31591,0.32139,0.31081,0.31448,0.32114
3.66999,0.31077,0.31358,0.32160,0.31197,0.31636,0.32197,0.31205,0.31489,0.32130
3.67665,0.31226,0.31514,0.32276,0.31338,0.31770,0.32333,0.31411,0.31580,0.32231
3.68332,0.31657,0.31963,0.32676,0.31707,0.32192,0.32752,0.31819,0.31933,0.32597
3.68998,0.32124,0.32483,0.33071,0.32163,0.32677,0.33192,0.32232,0.32347,0.33004
3.69665,0.32382,0.32761,0.33237,0.32416,0.32980,0.33375,0.32447,0.32607,0.33232
3.70331,0.32457,0.32826,0.33247,0.32460,0.33095,0.33383,0.32537,0.32679,0.33286
3.70998,0.32691,0.33005,0.33437,0.32643,0.33267,0.33550,0.32729,0.32830,0.33430
3.71664,0.32908,0.33163,0.33601,0.32851,0.33422,0.33689,0.32854,0.32945,0.33592
3.72331,0.32924,0.33191,0.33595,0.32905,0.33425,0.33694,0.32830,0.32913,0.33660
3.72998,0.32815,0.33170,0.33579,0.32827,0.33355,0.33635,0.32770,0.32844,0.33650
3.73664,0.32845,0.33296,0.33721,0.32839,0.33465,0.33743,0.32846,0.32991,0.33807
3.74331,0.33012,0.33506,0.33913,0.33061,0.33735,0.33960,0.33112,0.33283,0.34093
3.74998,0.32977,0.33471,0.33936,0.33117,0.33741,0.33942,0.33199,0.33280,0.34108
3.75665,0.32751,0.33231,0.33735,0.32903,0.33405,0.33690,0.32968,0.32996,0.33861
3.76331,0.32619,0.33136,0.33685,0.32747,0.33188,0.33619,0.32774,0.32862,0.33803
3.76998,0.32744,0.33283,0.33828,0.32899,0.33347,0.33855,0.32860,0.33056,0.34059
3.77665,0.32870,0.33413,0.33925,0.33065,0.33510,0.34043,0.32955,0.33204,0.34215
3.78332,0.32738,0.33239,0.33764,0.32885,0.33313,0.33872,0.32764,0.32972,0.33964
3.78999,0.32559,0.33045,0.33605,0.32676,0.33081,0.33664,0.32564,0.32774,0.33725
3.79666,0.32543,0.33030,0.33604,0.32708,0.33117,0.33688,0.32601,0.32836,0.33774
3.80333,0.32659,0.33151,0.33686,0.32924,0.33315,0.33874,0.32817,0.33007,0.33946
3.81000,0.32649,0.33178,0.33651,0.32992,0.33328,0.33879,0.32863,0.33002,0.33927
3.81667,0.32523,0.33055,0.33534,0.32791,0.33117,0.33685,0.32605,0.32748,0.33684
3.82335,0.32466,0.33041,0.33608,0.32596,0.33042,0.33703,0.32414,0.32678,0.33660
3.83002,0.32540,0.33176,0.33793,0.32638,0.33208,0.33905,0.32519,0.32832,0.33867
3.83669,0.32664,0.33265,0.33855,0.32806,0.33371,0.34007,0.32722,0.32982,0.34022
3.84336,0.32671,0.33270,0.33896,0.32800,0.33281,0.33899,0.32708,0.32926,0.33899
3.85004,0.32569,0.33206,0.33869,0.32599,0.33047,0.33781,0.32532,0.32808,0.33680
3.85671,0.32630,0.33316,0.33904,0.32635,0.33088,0.33917,0.32517,0.32968,0.33779
3.86339,0.32775,0.33501,0.33926,0.32865,0.33296,0.34097,0.32624,0.33234,0.33931
3.87006,0.32942,0.33675,0.34034,0.33131,0.33452,0.34224,0.32755,0.33496,0.34064
3.87673,0.33000,0.33734,0.34062,0.33298,0.33457,0.34265,0.32811,0.33608,0.34079
3.88341,0.33128,0.33909,0.34287,0.33536,0.33605,0.34536,0.32888,0.33713,0.34232
3.89008,0.33453,0.34224,0.34697,0.33946,0.33973,0.35094,0.33219,0.34150,0.34638
3.89676,0.33812,0.34622,0.35085,0.34346,0.34353,0.35586,0.33604,0.34671,0.35079
3.90344,0.34103,0.34934,0.35306,0.34754,0.34662,0.35824,0.33839,0.35078,0.35362
3.91011,0.34214,0.35136,0.35477,0.35058,0.34913,0.35964,0.33893,0.35321,0.35498
3.91679,0.33795,0.34879,0.35288,0.34825,0.34671,0.35656,0.33561,0.35174,0.35185
3.92347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.93015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.93682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
