1.00135,NaN
1.0079,NaN
1.01445,0.24947
1.021,0.25058
1.02755,0.24471
1.0341,0.2468
1.04065,0.24711
1.0472,0.24533
1.05375,0.24622
1.0603,0.24776
1.06685,0.24763
1.07341,0.24799
1.07996,0.24606
1.08651,0.24756
1.09307,0.24843
1.09962,0.25078
1.10617,0.25151
1.11273,0.25007
1.11928,0.24975
1.12584,0.24971
1.13239,0.24995
1.13895,0.25023
1.14551,0.25124
1.15206,0.25192
1.15862,0.25185
1.16518,0.25255
1.17173,0.25342
1.17829,0.25239
1.18485,0.25326
1.19141,0.25497
1.19797,0.25338
1.20453,0.24853
1.21109,0.25019
1.21765,0.25027
1.22421,0.25102
1.23077,0.25284
1.23733,0.25441
1.24389,0.2555
1.25045,0.25675
1.25701,0.2549
1.26357,0.25487
1.27014,0.25789
1.2767,0.25749
1.28326,0.25638
1.28983,0.25638
1.29639,0.25606
1.30295,0.25771
1.30952,0.25599
1.31608,0.25512
1.32265,0.25833
1.32921,0.25902
1.33578,0.25835
1.34234,0.25886
1.34891,0.25867
1.35548,0.25793
1.36205,0.25737
1.36861,0.25615
1.37518,0.25672
1.38175,0.25685
1.38832,0.25772
1.39489,0.25862
1.40145,0.25952
1.40802,0.26053
1.41459,0.2615
1.42116,0.2642
1.42773,0.25708
1.43431,0.24309
1.44088,0.24217
1.44745,0.25193
1.45402,0.26129
1.46059,0.26682
1.46716,0.26607
1.47374,0.26335
1.48031,0.26428
1.48688,0.26317
1.49346,0.26694
1.50003,0.26597
1.50661,0.26637
1.51318,0.26951
1.51976,0.26951
1.52633,0.26572
1.53291,0.26329
1.53948,0.26622
1.54606,0.27039
1.55264,0.27204
1.55921,0.27104
1.56579,0.26558
1.57237,0.25352
1.57895,0.25795
1.58552,0.26713
1.5921,0.26707
1.59868,0.26183
1.60526,0.25711
1.61184,0.25864
1.61842,0.2629
1.625,0.26781
1.63158,0.27056
1.63816,0.26834
1.64474,0.26884
1.65133,0.2694
1.65791,0.27019
1.66449,0.27186
1.67107,0.27193
1.67766,0.27331
1.68424,0.2721
1.69082,0.27389
1.69741,0.27455
1.70399,0.27634
1.71058,0.27691
1.71716,0.27757
1.72375,0.27821
1.73033,0.27832
1.73692,0.27838
1.74351,0.27925
1.75009,0.27956
1.75668,0.27948
1.76327,0.27942
1.76985,0.27997
1.77644,0.28006
1.78303,0.28061
1.78962,0.28037
1.79621,0.27993
1.8028,0.27929
1.80939,0.27914
1.81598,0.27872
1.82257,0.27828
1.82916,0.27862
1.83575,0.27842
1.84234,0.27814
1.84893,0.27955
1.85552,0.2806
1.86212,0.2816
1.86871,0.27988
1.8753,0.2706
1.8819,0.27003
1.88849,0.27515
1.89508,0.27732
1.90168,0.27875
1.90827,0.27965
1.91487,0.28051
1.92146,0.28151
1.92806,0.28122
1.93465,0.27893
1.94125,0.26541
1.94785,0.23666
1.95444,0.20938
1.96104,0.2081
1.96764,0.22235
1.97424,0.24753
1.98084,0.26017
1.98743,0.2642
1.99403,0.24189
2.00063,0.18188
2.00723,0.15255
2.01383,0.16069
2.02043,0.19743
2.02703,0.23022
2.03363,0.24112
2.04024,0.24478
2.04684,0.23564
2.05344,0.22058
2.06004,0.22192
2.06664,0.2248
2.07325,0.23574
2.07985,0.24612
2.08645,0.25322
2.09306,0.26019
2.09966,0.26613
2.10627,0.27159
2.11287,0.27638
2.11948,0.28015
2.12608,0.28553
2.13269,0.2874
2.1393,0.28657
2.1459,0.28245
2.15251,0.28358
2.15912,0.28435
2.16572,0.28332
2.17233,0.2862
2.17894,0.28838
2.18555,0.28891
2.19216,0.28829
2.19877,0.28885
2.20538,0.28905
2.21199,0.29018
2.2186,0.29031
2.22521,0.29054
2.23182,0.29108
2.23843,0.2914
2.24504,0.29162
2.25165,0.29162
2.25827,0.29178
2.26488,0.29175
2.27149,0.29247
2.2781,0.29241
2.28472,0.29319
2.29133,0.2936
2.29795,0.29374
2.30456,0.29299
2.31118,0.29212
2.31779,0.29095
2.32441,0.29104
2.33102,0.29057
2.33764,0.29104
2.34426,0.29149
2.35087,0.29165
2.35749,0.29134
2.36411,0.29121
2.37072,0.29142
2.37734,0.29019
2.38396,0.28947
2.39058,0.29025
2.3972,0.29016
2.40382,0.29084
2.41044,0.29206
2.41706,0.29236
2.42368,0.29235
2.4303,0.29155
2.43692,0.29227
2.44354,0.29291
2.45017,0.29236
2.45679,0.29219
2.46341,0.29161
2.47003,0.29032
2.47666,0.28866
2.48328,0.2871
2.4899,0.28715
2.49653,0.28804
2.50312,0.28727
2.50972,0.28661
2.51632,0.28578
2.52292,0.28477
2.52951,0.28381
2.53611,0.28301
2.54271,0.28119
2.54931,0.28023
2.55591,0.27814
2.56251,0.27485
2.56911,0.27312
2.57571,0.27233
2.58231,0.26906
2.58891,0.26598
2.59551,0.26335
2.60212,0.26283
2.60872,0.26396
2.61532,0.26374
2.62192,0.26722
2.62853,0.26462
2.63513,0.26664
2.64174,0.26712
2.64834,0.25979
2.65495,0.2419
2.66155,0.18974
2.66816,0.102
2.67476,0.03752
2.68137,0.0198
2.68798,0.02023
2.69458,0.05922
2.70119,0.28614
2.76068,NaN
2.76729,NaN
2.7739,NaN
2.78052,NaN
2.78713,NaN
2.79374,NaN
2.80035,0.00912
2.80697,0.01407
2.81358,0.01844
2.8202,0.02286
2.82681,0.02713
2.83343,0.03056
2.84004,0.03322
2.84666,0.03545
2.85328,0.0384
2.85989,0.0419
2.86651,0.04527
2.87313,0.04742
2.87975,0.04907
2.88636,0.05085
2.89298,0.05255
2.8996,0.05329
2.90622,0.05333
2.91284,0.05295
2.91946,0.0528
2.92608,0.05254
2.9327,0.05246
2.93932,0.05327
2.94595,0.05379
2.95257,0.05441
2.95919,0.05509
2.96581,0.05606
2.97244,0.05726
2.97906,0.05836
2.98568,0.05943
2.99231,0.06083
2.99893,0.06206
3.00556,0.06297
3.01218,0.06393
3.01881,0.06564
3.02544,0.06738
3.03206,0.06839
3.03869,0.06942
3.04532,0.07022
3.05195,0.07065
3.05857,0.07053
3.0652,0.07044
3.07183,0.07068
3.07846,0.07106
3.08509,0.07171
3.09172,0.07239
3.09835,0.07324
3.10498,0.07359
3.11161,0.07412
3.11825,0.07466
3.12488,0.07548
3.13151,0.07621
